"Timestamp","What do you enjoy playing in Generals Zero Hour?","Do you participate in Multiplayer leagues, tournaments or challenges?","What platform(s) do you use when playing Multiplayer?","Do you use any optional tools?","When playing a match in Singleplayer or Multiplayer, do you encounter any gameplay issues that are frustrating?","When playing a match in Multiplayer, do you encounter any faction (army) balancing issues that appear unfair?","All Community Mods aside, how happy are you with the overall state of original Zero Hour 1.04 Version?","If Electronic Arts (EA) was to patch Generals Zero Hour 1.04 today and fix exploits, bugs and improve performance, graphics, sounds and imbalances, how happy would you be about it?","If Community Users were to patch Generals Zero Hour 1.04 today and fix exploits, bugs and improve performance, graphics, sounds and imbalances, how happy would you be about it?","What patch changes would be be acceptable for you beyond fixes and improvements with mainly Multiplayer in mind?","If an original game feature is bugged and its use has been accepted as not cheating/exploiting, would you prefer the bug to be fixed, even if it meant the gameplay changed because of it?","If an original game feature is imbalanced and impossible to fix by just changing build cost and build time, would you prefer the imbalance to be fixed, even if it meant the gameplay changed because of it?","If Community Users would release and distribute a new patch with fixes and improvements, would you be concerned about its adoption success by the general Multiplayer population? (Player base split)","Would a new patch with fixes and improvements be an incentive for you to play more Multiplayer?","Here you can write anything that is on your mind related to this questionnaire. What do you find frustrating? What would you like to see improved?"
"2021/11/13 6:26:05 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","GenTool (latest)","Yes, sometimes","","3","5","4","Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","Yes","No, same",""
"2021/11/20 1:24:24 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","GenTool (latest);ControlBarPro;GenPatcher","Yes, sometimes","","5","5","5","Menu changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes, a bit","",""
"2021/11/21 1:06:15 PM GMT+2","Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","CNC Online (Revora)","GenTool (latest);ControlBarPro","No","Yes, many","2","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","Yes","Yes",""
"2021/11/21 2:36:15 PM GMT+2","Multiplayer","Yes","GameRanger;CNC Online (Revora)","GenTool (latest);ControlBarPro;GenPatcher","Yes, sometimes","Yes, a few","3","5","5","Menu changes;Ingame Interface changes;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes","Yes","Yes, a bit","Yes","Thank you alot for supporting our lovely game."
"2021/12/04 10:37:24 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","Hamachi","","","Yes, many","4","5","5","Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","No","No, same",""
"2021/12/20 12:30:42 PM GMT+2","Singleplayer;Multiplayer;Mods (ROTR, Shockwave, Contra, ...)","No","Radmin","GenTool (latest);GenTool (old)","Yes, sometimes","No","4","5","5","New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes, a bit","No, same",""
"2021/12/28 9:39:09 PM GMT+2","Singleplayer","No","Radmin","GenTool (latest)","Yes, often","No","1","5","5","Gameplay or functionality changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes","Yes","Yes",""
"2022/01/10 2:54:45 AM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","GenTool (latest)","Yes, often","","3","5","3","","Yes","Yes","No","No, same","Singleplayer is also IMPORTANT! Many people play skirmish with bots and dont touch MP ever"
"2022/01/12 3:10:42 PM GMT+2","Multiplayer","No","GameRanger;CNC Online (Revora)","GenTool (latest);ControlBarPro;GenPatcher","Yes, often","Yes, a few","3","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers","No","Yes","Yes, a bit","No, same",""
"2022/01/22 12:04:48 PM GMT+2","Multiplayer","Yes","GameRanger;Radmin;CNC Online (Revora)","GenTool (latest);ControlBarPro","Yes, often","Yes, many","3","5","5","Menu changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes, if the impact is small and the balance is adjusted accordingly","Yes","Yes, a bit","Yes","Make the aurora vulnerable to damage when targeting "
"2022/01/22 12:13:24 PM GMT+2","Multiplayer","No","GameRanger;CNC Online (Revora)","GenTool (latest)","Yes, often","Yes, a few","4","5","5","Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","No","Yes",""
"2022/01/23 7:19:51 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","GenTool (latest)","Yes, sometimes","","3","4","5","New units, buildings or powers;New factions (armies)","Yes","Yes, if the impact is small","No","No, same","Game can't seem to handle large groups of units in some maps"
"2022/01/28 7:00:13 AM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","Radmin;Hamachi;CNC Online (Revora)","GenTool (latest);ControlBarPro","No","No","4","4","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New factions (armies)","Yes, if the impact is small and the balance is adjusted accordingly","Yes, if the impact is small","Yes, a bit","Yes",""
"2022/02/01 3:48:58 PM GMT+2","Singleplayer;Multiplayer","Yes","Radmin","GenTool (latest);ControlBarPro","","","5","5","5","Menu changes;Ingame Interface changes","","","","",""
"2022/02/26 12:23:07 PM GMT+2","Singleplayer;Multiplayer","No","GameRanger","GenTool (latest);ControlBarPro","Yes, often","Yes, a few","5","4","4","New factions (armies)","Yes, if the impact is small","Yes, if the impact is small","Yes","No, same","Concerning imbalanced armies, I prefer to only see the weaker factions strengthened to a degree without the stronger armies being weakened please. Thanks. "
"2022/02/28 6:39:23 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","","Yes, sometimes","","2","5","5","New units, buildings or powers;New factions (armies)","Yes","Yes","Yes, a bit","Yes","Would love to see meta change a bit for the US so it's not always ""search and destroy Humvee"" the best strat. Also buff bottom tier factions such as Vanilla China (worse in most aspect compared to Nuke). The game should have more strategy element into it, right now feels to micro-focused (and thus frustrating for noobs like me, hence I only play single player against AI). Humvee battles and may the better micro win. One second you're not looking and suddenly there's a tech with terrorists in your base and your buildings are gone or dozer-hunted. Not sure if this could be fixed with a patch tho :<
Anyway, thanks for the effort and good luck guys!"
"2022/03/17 6:36:07 PM GMT+2","Mods (ROTR, Shockwave, Contra, ...)","No","Radmin","GenTool (latest)","Yes, sometimes","Yes, a few","4","4","4","Ingame Interface changes;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes, if the impact is small","Yes, if the impact is small","Yes","No, same",""
"2022/03/24 3:33:01 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","GenTool (latest);GenPatcher","","","2","5","5","Ingame Interface changes;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers","Yes","Yes","No","Yes","I do enjoy the v1.06 community balance patch + Advanced AI mod; it makes the game less broken and more challenging (although I do understand the limitations of AI scripting is on how far and ""advanced"" the AI can go).

It would be nice if most of the cut content of ZH was restored but I could imagine the balancing headaches that those cut content could cause for multiplayer matches.

Also it would be cool if infantries fried by lasers play the burning death animation instead of the standard death animations ala Reborn v4: The Rise to Power mod."
"2022/03/27 3:52:11 AM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...);Other","","","GenTool (latest);GenTool (old);GenPatcher","","","5","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","No","No, less","No i didnt_yesit is"
"2022/04/16 4:03:57 AM GMT+2","Singleplayer;Multiplayer","No","CNC Online (Revora)","GenTool (latest)","Yes, often","Yes, many","2","5","5","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","Yes","No, same","certain armies just suck. vanilla usa needs quicker access to anti air and vanilla china is simply a worse nuke gen except for napalm migs.
SWG aurora are way too op and should be much more expensive or cheaper and nerfed by getting rid of the secondary explosion.
it would be nice if SWG wouldnt rely on emp patriots, aurora and SW, but have different options like at least crusader tanks.


scouting drones from usa are never used.
mobs from gla are never used and cause lag.

the most frustrating thing is AI pathfinding or reaction to orders. sometimes units take ages to turn or start moving which makes microing extremely difficult.

marauder tanks actually could have the ability to turn the turret.

china inf has real problems when usa gets snipers, making it a too hard counter. having something more tanky to put infantry inside than the squishy outposts and crawlers would help. gla battle bus is something that inf would crave for.
ability to heal helix would also be quite nice - having the propaganda upgrade like the other china factions.

nuke cannon bug with multiple shots is really annoying.
scud bug needs to go.
usa supply drops not landing on the drop zone and requiring units to collect it is extremely annoying. unit lost message from supply planes shot down is useless and annoying.

hackers except from inf general feel extremely vulnerable. it would be nice if they could work inside bunkers or outposts.

gattlings from overlords turn way too slow into the right direction, making them almost useless against fast aircraft.

patriots (especially laser & emp) and their anti air range bug is extremely annoying

bomb trucks can mimick drones from usa making it almost impossible to hit them with forced fire or seeing them coming. :P"
"2022/04/23 9:18:27 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","Other","ControlBarPro","Yes, often","Yes, many","1","5","5","Menu changes;Ingame Interface changes;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers","Yes","Yes","Yes, a bit","No, same",""
"2022/05/23 2:47:41 PM GMT+2","Singleplayer;Mods (ROTR, Shockwave, Contra, ...)","No","","GenTool (latest);ControlBarPro","Yes, sometimes","","3","4","4","Menu changes;Ingame Interface changes;Audio and visual changes for existing units, buildings and powers;Damage, Speed, Health changes for existing units, buildings and powers;Gameplay or functionality changes for existing units, buildings and powers;New units, buildings or powers;New factions (armies)","Yes","Yes","No","No, same","The troubleshooting with modern Windows versions tends to be a hassle, especially when serious errors appear seemingly out of the blue (with no conscious changes done)."
